OBJECTID,Traffic zone number,traffic zone number.1,Area,Multi traffic area,on a traffic zone,In Jerusalem,religion,Traffic zone name,metropolis,Scope,district,Authority,Total housing units until 2020,Additional units 2020-2025,Additional units 2025-2030,Additional units 2030-2035,Additional units 2035-2040,Total housing units until 2025,Total housing units until 2030,Total housing units until 2035,Total housing units until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,Population projections 2035,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Employed in education from students 2015,Employed in education from students 2020,Employed in education from students 2025,Employed in education from 2030 students,2035 students are employed in education,Employed in education from 2040 students,Jobs in industry in 2040,Jobs in commerce and hotels in 2040,Office jobs in 2040,Jobs in public services in 2040,Jobs in education in 2040,Jobs in agriculture in 2040,Total employed 2020,A total of 2025 employees,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2015,Total Yeshiva students and include 2020,Total yeshiva students including 2025,Total yeshiva students including 2030,Total yeshiva students and kollel 2035,Total yeshiva students including 2040,Higher education students 2015,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Last update date of the traffic area data,GlobalID,Shape__Area,Shape__Length
295,5506,5506,55,55,5,yes,U. Orthodox,Har Nof,yes,3738.60045572,jerusalem,Jerusalem,1276.44262295082,107.1,0.0,0.0,0.0,1383.54262295082,1383.54262295082,1383.54262295082,1383.54262295082,4.77565881278433,4.55249794697118,4.5038008283876,4.47886633529483,4.45289348360354,6095.85446130861,6298.57495053071,6231.20041135544,6196.70247737992,6160.76793002544,2297.12944120815,2594.12920126844,2594.12920126844,2594.12920126844,2594.12920126844,,191.427453434012,216.177433439037,216.177433439037,216.177433439037,216.177433439037,0.0,104.917817684417,250.33152010674,178.945318520982,354.742967927314,0.0,827.874401360106,866.257356313075,877.564441172443,880.611314887744,888.937624239453,1228.0,1276.44262295082,1687.63579251813,1615.41955134133,1682.72868119445,1682.21171729783,,,,,,,,eeb89465-cf2d-4bb3-9ba6-f9bbc32ebdd8,356057.467971802,3738.60045572089
296,5405,5405,54,54,5,yes,Jewish,Givat Shaul - Lams_,yes,1946.34406073,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,246.358524250896,475.619145136065,2595.1758193935,153.97407765681,61.5896310627241,0.0,2970.2091543118,3403.47943567416,3470.80860550562,3503.16616292135,3532.7171975,56.0,0.0,56.0,56.0,56.0,56.0,,,,,,,,7fc095d7-7ded-47d7-82e3-6dcb46024cdd,140020.639595032,1946.34406073935
297,5401,5401,54,54,5,yes,Jewish,Givat Shaul - Ministry of Education,yes,2413.19179254,jerusalem,Jerusalem,0.0,0.0,0.0,13.8,0.0,0.0,0.0,13.8,13.8,,,,3.4377042534315,3.49359223332563,0.0,0.0,0.0,47.4403186973546,48.2115728198936,0.0,0.0,0.0,0.0,0.0,,,,,,,176.580535012576,1212.07059396675,6281.59614138291,608.858705814814,105.948321007546,0.0,3554.92835589888,3594.14983707865,5423.26595280899,7491.53967023508,8385.0542971846,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,acd9b4d2-41d8-4beb-bee7-f7bb2838bdad,192279.084075928,2413.19179254477
298,5404,5404,54,54,5,yes,Jewish,Givat Shaul - Sapir Center,yes,1702.80163822,jerusalem,Jerusalem,0.0,54.0,0.0,24.0,0.0,54.0,54.0,78.0,78.0,,3.45909116766004,3.60828607007487,3.71086250969516,3.80392899409473,0.0,186.790923053642,194.847447784043,289.447275756223,296.706461539389,211.0,211.0,211.0,211.0,211.0,,17.5833333333333,17.5833333333333,17.5833333333333,17.5833333333333,17.5833333333333,609.624150236188,914.436225354282,3686.28513497095,213.368452582666,91.4436225354282,0.0,2985.19890393539,3823.73829471408,4299.48745595038,4644.84630703673,5515.15758567952,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,eadc2055-0670-4f2c-89d5-abb61db87c90,167758.712524414,1702.80163821869
299,5403,5403,54,54,5,yes,Jewish,Givat Shaul - the court,yes,1632.74602743,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,140.0,140.0,140.0,140.0,140.0,,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,630.82209041376,1562.34210231515,4550.66195325702,647.322800514072,0.0,0.0,4121.73772676685,4167.21280882023,4269.55884186517,6864.14118988764,7391.1489465,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,44872ac4-535a-4256-93a9-b998e8e60354,172300.593383789,1632.74602743623
300,5402,5402,54,54,5,yes,Jewish,Angel Bakery,yes,1406.46381157,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0,,,,,3.42690031861047,0.0,0.0,0.0,0.0,226.175421028291,144.0,144.0,144.0,144.0,144.0,,12.0,12.0,12.0,12.0,12.0,439.279516005347,251.01686628877,1235.75495119235,0.0,125.508433144385,0.0,1223.23278602247,1236.72869842697,1251.27844782022,1648.60438651685,2051.55976663085,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,5702563b-05f4-4737-bffb-6a438e755614,116598.332733154,1406.46381157495
301,4901,4901,49,49,4,yes,Jewish,Beit Al-Hakram - St. Ha'Hadnadzim,yes,1514.40517515,jerusalem,Jerusalem,1064.03824449307,41.6,34.2,34.2,34.2,1105.63824449307,1139.83824449307,1174.03824449307,1208.23824449307,3.2,3.2,3.2,3.0,2.8,3404.92238237782,3538.04238237782,3647.48238237782,3522.11473347921,3383.06708458059,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.739916125081,35.2466387083603,0.0,0.0,128.751783801525,132.190850474271,135.709524417302,138.388228457252,140.986554833441,0.0,1064.03824449307,0.0,0.0,0.0,0.0,,,,,,,2021-08-03,4e4a8bd8-7a94-4334-99a0-5859c6d11a62,140258.713348389,1514.40517515369
302,4902,4902,49,49,4,yes,Jewish,Beit Hakerem - Hapoalim neighborhood,yes,2264.57706134,jerusalem,Jerusalem,624.279457078899,47.6,40.2,40.2,40.0,671.879457078899,712.0794570789,752.2794570789,792.2794570789,3.2,3.2,3.2,3.0,2.8,1997.69426265248,2150.01426265248,2278.65426265248,2256.8383712367,2218.38247982092,396.230484056304,433.77983843562,435.917041968093,454.972322512604,524.385639043852,,33.019207004692,36.148319869635,36.3264201640078,37.9143602093837,43.6988032536543,0.0,42.0245324406248,84.0490648812495,84.0490648812495,80.0891824407761,0.0,265.632411799338,273.169691062893,279.061003716454,285.290729426715,290.2118446439,0.0,624.279457078899,0.0,0.0,0.0,0.0,,,,,,,2021-08-03,1c0c16ad-e34f-4b1c-8fd3-390d29dd9080,246946.206878662,2264.57706134417
303,4903,4903,49,49,4,yes,Jewish,Ramat Beit HaKerem,yes,2001.40338969,jerusalem,Jerusalem,1304.60895629205,0.0,0.0,0.0,0.0,1304.60895629205,1304.60895629205,1304.60895629205,1304.60895629205,2.96318030140747,2.93841680086838,2.90460671872448,2.86647023203673,2.83255609743429,3865.79156032437,3833.48487573192,3789.37593975403,3739.62273765967,3695.37805391244,186.90304660131,260.80609320262,334.709139803929,408.612186405239,569.061139332717,,15.5752538834425,21.7338411002183,27.8924283169941,34.0510155337699,47.4217616110598,0.0,0.0,37.5151173450452,264.529672690539,27.9152945623177,0.0,320.084300509005,324.344288451418,326.121760619733,328.826644713559,329.960084597902,0.0,1304.60895629205,0.0,0.0,0.0,0.0,,1727.0,1899.7,2089.67,2298.637,2528.5007,,3343d14c-b3ce-4bbb-b82a-f3ba9aead702,254285.430480957,2001.40338969548
304,4904,4904,49,49,4,yes,Jewish,Beit HaKerem - Behs Ziv_,yes,1783.94297777,jerusalem,Jerusalem,526.6616893264,0.0,0.0,0.0,0.0,526.6616893264,526.6616893264,526.6616893264,526.6616893264,2.62559960835983,2.60365729277202,2.57369902854035,2.53990724595324,2.50985678345262,1382.80272523352,1371.24654823831,1355.46867818878,1337.6718408861,1321.84541354048,1024.0,1024.0,1024.0,1024.0,1024.0,,85.3333333333333,85.3333333333333,85.3333333333333,85.3333333333333,85.3333333333333,0.0,151.176933167826,120.941546534261,90.7061599006957,241.883093068522,0.0,570.663433890005,579.359026801381,588.634041024044,597.02853152895,604.707732671305,0.0,526.6616893264,0.0,0.0,0.0,0.0,,,,,,,,b7ef8000-57e0-4056-a25d-fa4a4b49e207,160054.916671753,1783.94297777401
305,4001,4001,40,40,4,yes,U. Orthodox,House and Garden - Psega St,yes,1392.25570249,jerusalem,Jerusalem,597.920408163264,63.9,22.8,47.4,22.8,661.820408163264,684.620408163264,732.020408163264,754.820408163264,4.2,4.2,4.2,4.2,4.2,2511.26571428571,2779.64571428571,2875.40571428571,3074.48571428571,3170.24571428571,514.792493571428,530.694008571428,536.367788571428,548.163278571428,553.837058571428,,42.8993744642857,44.2245007142857,44.6973157142857,45.6802732142857,46.1530882142857,0.0,87.181757142857,12.4545367346939,24.9090734693877,50.7683970357143,0.0,145.846179257653,157.847318132653,162.129414632653,171.031667882653,175.313764382653,1582.0,597.920408163264,1839.78450631215,1848.87243681755,1860.51841706986,1853.95159326905,,,,,,,2021-10-20,fd6fa48a-9730-4d2e-9e9d-1c03f8ccc21a,83636.1807937622,1392.25570249236
306,4011,4011,40,40,4,yes,U. Orthodox,Home and Garden - institutes,yes,1599.54867381,jerusalem,Jerusalem,716.559183673467,36.0,17.2,13.2,13.2,752.559183673467,769.759183673467,782.959183673467,796.159183673467,4.5,4.5,4.2,4.2,4.2,3224.5163265306,3386.5163265306,3232.98857142856,3288.42857142856,3343.86857142856,1233.05259234694,1242.65109234694,1233.55457285714,1236.83939285714,1240.12421285714,50.0,102.754382695578,103.554257695578,102.796214404762,103.069949404762,103.343684404762,0.0,146.956385714285,13.1366265306122,26.2732530612244,113.678052845238,0.0,231.262086271258,293.081948771258,295.08610115136,297.56520965136,300.04431815136,83.0,716.559183673467,230.90366449776,245.384151972397,265.729279660768,263.284704813616,50.0,,,,,,2021-10-20,1da1a138-7e13-4cc0-9fb1-44c9f032d75e,95207.4316329956,1599.54867380629
307,4401,4401,44,44,4,yes,Jewish,Ramat Dania,yes,2577.16457774,jerusalem,Jerusalem,667.799999999992,0.0,0.0,0.0,0.0,667.799999999992,667.799999999992,667.799999999992,667.799999999992,2.5616463138428,2.55479468357415,2.53890719842977,2.51082337123417,2.47905682676381,1710.6674083842,1706.09188969079,1695.48222711138,1676.72784731016,1655.51414891285,234.10182557668,252.101402639729,236.22859906617,229.451375212627,217.425448694515,,19.5084854647233,21.0084502199774,19.6857165888475,19.1209479343855,18.1187873912096,0.0,2.67465190128139,16.0479114076883,13.3732595064069,127.252241035617,0.0,153.215644567203,156.521407244964,157.563137399468,158.763497435184,159.348063850994,0.0,667.799999999992,0.0,0.0,0.0,0.0,,,,,,,,878112be-a6dc-4b9b-a8d6-ea21299dad3b,283462.554862976,2577.16457773375
308,4407,4407,44,44,4,yes,Jewish,Malha East,yes,1564.20725048,jerusalem,Jerusalem,271.721803766105,0.0,0.0,36.0,0.0,271.721803766105,271.721803766105,307.721803766105,307.721803766105,3.8466253832076,3.83680232013649,3.82826176464974,3.66904162674281,3.61399725252406,1045.21198753766,1042.54284712147,1040.22219197944,1129.04410747422,1112.10575335245,261.302996884414,260.502254759557,259.80605821695,286.452632865384,281.371126628853,,21.7752497403678,21.7085212299631,21.6505048514125,23.871052738782,23.4475938857377,0.0,3.5666446532786,49.9330248463022,0.0,25.7923532743115,0.0,288.627944189936,294.731240614575,298.434198521191,306.868480508298,79.2920227738923,0.0,271.721803766105,0.0,0.0,0.0,0.0,,,,,,,2021-10-26,8c1565d0-6e81-4e7c-9d14-9a940eb4d8c3,118725.382034302,1564.20725047168
309,4406,4406,44,44,4,yes,Jewish,Western salt,yes,4199.74507374,jerusalem,Jerusalem,820.578196233885,200.0,200.0,4.5,0.0,1020.57819623388,1220.57819623388,1225.07819623388,1225.07819623388,3.63559261502819,3.51366753610543,3.53142415250518,3.52122154706941,3.47832429548967,2983.28803028106,3585.97247616404,4310.37932220155,4313.77174142368,4261.21925383498,867.950076717759,1175.61729842665,1175.61729842665,1175.61729842665,1175.61729842665,,72.3291730598132,97.9681082022207,97.9681082022207,97.9681082022207,97.9681082022207,0.0,18.0515601749597,73.3171063023205,54.9878297267404,227.543460339709,0.0,331.744936565871,374.262133555959,375.263443987928,376.15431916903,373.89995654373,74.0,820.578196233885,74.0,74.0,74.0,74.0,,,,,,,,a40d66b1-ca39-4311-a45e-4dd910158092,444084.547615051,4199.74507374319
310,3502,3502,35,35,3,yes,Jewish,Gila - Center,yes,1319.56814676,jerusalem,Jerusalem,570.901714997122,44.4,0.0,67.5,0.0,615.301714997122,615.301714997122,682.801714997122,682.801714997122,3.33117046412041,3.27804167405057,3.24925567426383,3.17414645582458,3.09013473907371,1901.7709309141,2016.98466387535,1999.27258883867,2167.31264368906,2109.94929941172,461.958723160888,505.929876087913,505.929876087913,546.250553831405,546.250553831405,,38.4965602634074,42.1608230073261,42.1608230073261,45.5208794859504,45.5208794859504,0.0,300.281518486749,166.823065825972,66.7292263303886,140.870369777478,0.0,637.143121127948,653.461011978857,660.159653046198,669.527052002463,674.704180420587,0.0,570.901714997122,0.0,0.0,0.0,0.0,,,,,,,,67a15444-3af7-4c42-a90e-391c3b3b117c,107324.010993958,1319.56814676351
311,3503,3503,35,35,3,yes,Jewish,Gila - South,yes,2796.99542834,jerusalem,Jerusalem,716.510485741333,0.0,400.0,600.0,790.0,716.510485741333,1116.51048574133,1716.51048574133,2506.51048574133,2.79130597500009,2.82614640389275,2.87825910517386,2.91119672362632,2.944820868082,2000.0,2024.96353262932,3213.60647160708,4997.09970216039,7381.22438447742,384.221428728,420.815093757836,651.314536976891,1037.56003148693,1525.35465675256,,32.018452394,35.0679244798197,54.2762114147409,86.4633359572441,127.112888062713,0.0,0.0,0.0,60.1042916350192,350.294108280035,0.0,137.662011189916,135.555802330226,198.238261693679,294.637208122205,410.398399915054,0.0,716.510485741333,0.0,0.0,0.0,0.0,,,,,,,,d4bc20af-312b-4465-9701-1698f9c7f02e,412090.28730011,2796.99542834043
312,3508,3508,35,35,3,yes,Jewish,discovered c,yes,2157.70365853,jerusalem,Jerusalem,1049.64820442847,0.0,0.0,0.0,75.0,1049.64820442847,1049.64820442847,1049.64820442847,1124.64820442847,2.7698435085212,2.73005369684302,2.67903844440467,2.60265239613813,2.54185217753842,2907.36126526712,2865.59596088458,2812.0478927642,2731.86941435784,2858.68948739118,515.534017047409,515.003604295781,475.720017410554,456.259585381581,483.287870522041,,42.9611680872841,42.9169670246484,39.6433347842128,38.0216321151318,40.2739892101701,0.0,6.78276238021933,227.22253912054,0.0,20.9538083618746,0.0,243.860625020215,246.279750986766,246.051347397159,246.009383583934,254.959109862634,82.0,1049.64820442847,82.0,82.0,82.0,82.0,,,,,,,,1f4a9e8c-f6a9-4274-a750-42501ab64a46,250234.022529602,2157.70365852664
313,3507,3507,35,35,3,yes,Jewish,Gila - Givat Kanda,yes,2362.03381622,jerusalem,Jerusalem,549.17788252807,0.0,202.2,18.0,0.0,549.17788252807,751.37788252807,769.37788252807,769.37788252807,3.1307455841757,3.08577128262278,2.9426262631855,2.88135911535836,2.81664679580564,1719.33623065172,1694.63733895671,2211.02429070381,2216.85397497737,2167.06574758642,429.83405766293,422.424390154426,577.340475678557,579.089380960625,564.152912743339,,35.8195048052442,35.2020325128688,48.1117063065464,48.2574484133855,47.0127427286116,0.0,29.5691011837276,59.1382025892235,0.0,51.7140170014728,0.0,195.989254596946,198.360545860682,217.207435093809,220.455386432388,140.421320774424,0.0,549.17788252807,0.0,0.0,0.0,0.0,,,,,,,2021-10-26,80f5a200-887f-473e-801f-5630a878c614,286178.553657532,2362.03381622281
314,3102,3102,31,31,3,yes,Jewish,Ramat Rachel North,yes,2216.87459574,jerusalem,Jerusalem,0.0,0.0,823.5,823.5,0.0,0.0,823.5,1647.0,1647.0,3.8,3.8,3.8,3.8,3.8,0.0,0.0,3129.3,6258.6,6258.6,0.0,0.0,797.823026043066,1595.64605208613,1595.64605208613,,0.0,0.0,66.4852521702555,132.970504340511,132.970504340511,0.0,259.721,36.234,54.351,146.267554774562,0.0,0.0,0.0,248.286777387281,496.573554774562,496.573554774562,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2021-07-14,8f4ba453-eef3-49f4-8b12-1c8d6ae8b7f5,261623.080352783,2216.87459573858
315,2401,2401,24,24,2,yes,Arab,Jebel Mokbar Mizrah,yes,5681.33843749,jerusalem,Jerusalem,1880.37259026426,299.202688528306,340.102688528306,251.802688528306,180.902688528306,2179.57527879257,2519.67796732087,2771.48065584918,2952.38334437749,4.34599045486507,4.46181152068962,4.56006116892016,4.6172671349108,4.65234218289523,8172.0813288784,9724.85408912696,11489.8856569636,12796.6665472935,13735.4975731247,1352.83248146167,1748.66496292333,2144.497444385,2540.32992584667,2936.16240730834,,,,,,,40.6948398049025,346.463512074095,184.535357781423,271.966531494824,449.664347434707,0.0,796.923782145077,912.363947974511,1072.90868010994,1194.75907159692,1293.32458858995,0.0,1880.37259026426,0.0,0.0,0.0,0.0,,,,,,,,e4626893-e155-4156-9f6c-5651a7f6b0cb,863746.108810425,5681.33843748724
316,2001,2001,20,20,2,yes,Jewish,Nof Zion,yes,950.532817988,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,d80c2fbf-8240-4260-a02b-e86799429759,59785.1024780273,950.532817988445
317,203,203,2,2,0,yes,Arab,American colony,yes,2015.70897793,jerusalem,Jerusalem,225.949950932287,10.7083333333333,20.9083333333333,10.7083333333333,10.7083333333333,236.65828426562,257.566617598953,268.274950932287,278.98328426562,4.1308635876197,3.86903962958022,3.71259876703538,3.52189660725485,3.35268171560503,933.368424930641,915.640280492144,956.241506927347,944.836639499881,935.342156116785,434.0,434.0,434.0,434.0,434.0,,36.1666666666667,36.1666666666667,36.1666666666667,36.1666666666667,36.1666666666667,4.60322419038273,395.901488113037,425.381433998231,286.339910833904,448.578690727467,0.0,114.346817140988,477.421411916688,843.862006692388,1206.93660146809,1560.80474786302,0.0,225.949950932287,0.0,0.0,0.0,0.0,,,,,,,2021-08-23,587e115e-a6ae-4f48-940e-d08a862e654e,121259.842956543,2015.70897793315
318,204,204,2,2,0,yes,Arab,Bab A Zahra,yes,1591.05307556,jerusalem,Jerusalem,297.481844946026,6.76666666666667,6.76666666666667,6.76666666666667,6.76666666666667,304.248511612692,311.015178279359,317.781844946026,324.548511612692,4.55246645568501,4.44128452804165,4.33739231833673,4.24009565072694,4.14878577649496,1606.96761530913,1351.25420730515,1348.99484515502,1347.42541863563,1346.48224876135,1273.0,1273.0,1273.0,1273.0,1273.0,,106.083333333333,106.083333333333,106.083333333333,106.083333333333,106.083333333333,85.0148900179664,253.452724293161,584.260945832989,296.467786633605,288.458195753186,0.0,214.860675498855,540.736667477673,866.612659456491,1192.48865143531,1507.65454253091,0.0,297.481844946026,0.0,0.0,0.0,0.0,,,,,,,2021-08-23,efe0d29a-d79a-4d2e-8c04-981908e1f601,112399.267242432,1591.05307557201
319,803,803,8,8,0,yes,Jewish,the abode of the craft,yes,794.403892535,jerusalem,Jerusalem,321.240142857145,4.7,4.7,4.7,4.7,325.940142857145,330.640142857145,335.340142857145,340.040142857145,2.73657219100965,2.7426386701874,2.71728775737012,2.67396695444302,2.60349868277495,879.09684157883,893.93603996641,898.444412280826,896.688460498206,885.294064019183,83.0,83.0,83.0,83.0,83.0,,6.91666666666667,6.91666666666667,6.91666666666667,6.91666666666667,6.91666666666667,0.0,90.1693775592987,90.1693775592987,45.0846887796493,75.1411479660822,0.0,282.650773854003,287.564506523621,292.5172445326,296.876843645247,300.564591864329,107.0,321.240142857145,107.0,107.0,107.0,107.0,,,,,,,,46ac7c21-d180-414b-bfc2-26c8a8954423,34097.2330780029,794.403892534497
320,802,802,8,8,0,yes,Jewish,Moses' tent,yes,915.744959199,jerusalem,Jerusalem,424.576190476194,7.71666666666667,7.71666666666667,10.7166666666667,7.71666666666667,432.292857142861,440.009523809528,450.726190476194,458.442857142861,1.92490981249101,1.86415573905189,1.81164462018606,1.74736123406088,1.70461170535844,817.27087519768,805.861210594004,797.140886640162,787.581472414041,781.467060523687,144.0,144.0,144.0,144.0,144.0,,12.0,12.0,12.0,12.0,12.0,0.0,106.481281658097,121.692893323539,45.6348349963271,30.4232233308847,0.0,287.230709960372,291.444628404555,296.095001526296,300.307044504699,304.232233308847,18.0,424.576190476194,18.0,18.0,18.0,18.0,,,,,,,,76352e20-e0ec-40f3-ad83-bf25841e220d,41814.5500030518,915.744959200456
321,6609,6609,66,66,6,yes,Arab,Bisan,yes,3235.62826403,jerusalem,Jerusalem,1476.67614187807,331.388002728424,418.588002728424,335.788002728424,300.788002728424,1808.06414460649,2226.65214733492,2562.44015006334,2863.22815279177,3.99999999999999,3.99999999999999,3.99999999999999,3.99999999999999,3.99999999999999,5906.70456751226,7232.25657842596,8906.60858933965,10249.7606002533,11452.912611167,2030.0,2071.40592986935,2421.84859297965,2737.52907437015,2957.12546539638,,,,,,,0.0,320.608048841355,487.812283439386,695.91900628547,386.071980950881,0.0,581.673986943315,1368.39552201188,1554.74529931812,1728.18919265665,1890.41131951709,0.0,1476.67614187807,0.0,0.0,0.0,0.0,,,,,,,,ecb75121-cc01-4f9c-b975-d127fd315984,544540.16255188,3235.62826402903
322,6601,6601,66,66,6,yes,Arab,Nosyeva housing,yes,2391.62760137,jerusalem,Jerusalem,1309.9218332413,262.821573716179,306.521573716179,141.621573716179,61.6215737161789,1572.74340695748,1879.26498067366,2020.88655438984,2082.50812810602,4.0,4.0,4.0,4.0,4.0,5239.68733296521,6290.97362782993,7517.05992269464,8083.54621755936,8330.03251242408,1519.04168941171,1801.81108565907,2044.0082007097,2158.97167335173,2150.80234228374,,,,,,,0.0,37.8868572197916,128.006783423608,383.54423089152,375.66762050227,0.0,328.606797882809,546.653591481276,698.013199234429,820.668667888056,925.10549203719,0.0,1309.9218332413,0.0,0.0,0.0,0.0,,,,,,,,6a42738c-5e54-4849-aa63-0375393d4867,345613.336486816,2391.62760136665
323,5907,5907,59,59,5,yes,U. Orthodox,Ramat Shlomo - extension,yes,1793.61448593,jerusalem,Jerusalem,0.0,0.0,650.0,0.0,0.0,0.0,650.0,650.0,650.0,,,5.0,6.0,6.5,0.0,0.0,3250.0,3900.0,4225.0,0.0,0.0,500.0,800.0,1050.0,,0.0,0.0,41.6666666666667,66.6666666666667,87.5,0.0,68.9203125,45.946875,68.9203125,275.68125,0.0,0.0,0.0,353.4375,424.125,459.46875,0.0,0.0,0.0,201.5,241.8,261.95,,,,,,,,89cfd74b-6ae7-437b-ab23-ef75a3acb299,170288.366821289,1793.61448593518
324,6506,6506,65,65,6,yes,Arab,Ahmed Shawki,yes,4031.67000116,jerusalem,Jerusalem,997.846161728287,142.573964648621,239.673964648621,219.173964648621,192.773964648621,1140.42012637691,1380.09409102553,1599.26805567415,1792.04202032277,4.15454209101589,4.16022518460447,4.16713267573932,4.17163702492584,4.17468809353488,4145.59387925882,4744.40453078303,5751.03518230724,6671.56583383145,7481.21648535566,1401.0,1360.48086662459,1564.98732723945,1783.98224595621,1929.41641510946,,,,,,,0.0,116.820925625089,326.047773703439,89.6966068841716,151.548107401208,0.0,304.688568832133,324.581617276549,599.165842192278,645.953115044135,684.113413613908,0.0,997.846161728287,0.0,0.0,0.0,0.0,,,,,,,,c56cf49c-9f9f-4892-ad8a-e9551ac2fbb0,524860.216018677,4031.67000115868
325,5904,5904,59,59,5,yes,Jewish,Ramot Forest - South,yes,2156.34945783,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1760.0,1760.0,1760.0,,0.0,83.3333333333333,146.666666666667,146.666666666667,146.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,a5129b83-f79a-4d88-abbe-cbad8955d23b,177112.398590088,2156.34945782884
326,5905,5905,59,59,5,yes,Jewish,Ramot Forest - North,yes,2370.27013559,jerusalem,Jerusalem,0.0,757.0,0.0,0.0,0.0,757.0,757.0,757.0,757.0,,5.0,6.0,6.5,6.7,0.0,3785.0,4542.0,4920.5,5071.9,0.0,750.0,750.0,750.0,750.0,,0.0,62.5,62.5,62.5,62.5,0.0,82.73536875,55.1569125,82.73536875,330.941475,0.0,0.0,411.61875,493.9425,535.104375,551.569125,0.0,0.0,234.67,281.604,305.071,314.4578,,,,,,,,51205693-24ff-4d0f-89da-b606d6df7b80,214588.902023315,2370.27013559121
327,5003,5003,50,50,5,yes,Jewish,Exchange 4/9,yes,2494.17107391,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,80dc13fe-e93a-4121-ad3e-8ab6e2b41ba8,207803.315338135,2494.17107391077
328,5004,5004,50,50,5,yes,Jewish,Mount Khotzavim a,yes,1301.41852396,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1907715153971,0.0,0.0,58.5136761952998,59.4405376823339,60.4397737439222,61.3549619124797,62.1907715153971,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,7c4d6445-da71-491f-9658-644f7fbfe58a,84846.1270294189,1301.41852396367
329,5002,5002,50,50,5,yes,Jewish,Mount Khotzavim d,yes,1783.78150276,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1353.32799541508,101.499599656131,3353.4362199468,5.45013471123805,67.666399770754,0.0,3294.14348383989,3643.28772870786,4059.2199372809,4471.85644606742,4881.3803495,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,fc9ce57d-6c9b-461a-99fe-7d95202f4991,162453.507766724,1783.78150275753
330,5001,5001,50,50,5,yes,Jewish,Mount Hozvim,yes,3045.69152585,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4115.20275761262,527.670145419734,13305.751445087,0.0,205.760137880631,0.0,11280.6488533221,15751.7018307865,17248.0925974232,18054.2470067416,18154.384486,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,e78070d5-7947-4caa-bf55-73cd20fab302,389948.187805176,3045.69152585989
